CODI_ENS;TIPUS_ENS;NOM;CARREC;AREA;PARTIT_POLITIC;MUNICIPI_REPRESENTA;ORDRE;DATA_NOMENAMENT
1718510007;Municipis;XAVIER DILMÉ I BARÓN ;Regidor/a;;JxCAT-JUNTS;;5;
1718510007;Municipis;JOSEP MOLAS I BARRIS ;Regidor/a;;JxCAT-JUNTS;;4;
1718510007;Municipis;MARIA VIDAL I JODAR ;Alcalde/ssa;;JxCAT-JUNTS;;1;
1718510007;Municipis;MARIA CARME PLANA I NOGUÉ;Regidor/a;;SJP-AM;;11;
1718510007;Municipis;GERARD SERRAT I NOGUÉ;Regidor/a;;SJP-AM;;10;
1718510007;Municipis;VANESSA TORRENT I MARTÍN ;Regidor/a;;JxCAT-JUNTS;;6;
1718510007;Municipis;ISABEL TEIXIDOR I MARCÉ;Regidor/a;;SJP-AM;;9;
1718510007;Municipis;ISABEL RIGAT I AULI;Regidor/a;;SJP-AM;;7;
1718510007;Municipis;ANNA SERRA I ANGLADA ;Regidor/a;;JxCAT-JUNTS;;2;
1718510007;Municipis;CARLES GRÈBOL I PAGÈS ;Regidor/a;;JxCAT-JUNTS;;3;
1718510007;Municipis;JOAN TIMONET I VILA;Regidor/a;;SJP-AM;;8;
8103320002;Comarques;Lluís Miquel Pérez Martí;Conseller/a;;ERC-AM;;26;3/7/2020
807490004;Municipis;ESTHER SOLER I TERUEL;Tinent/a d'Alcalde;;ERC - AM;;4;15/6/2019
807490004;Municipis;JACOBO CAPARDON LIZANA;Regidor/a;;ERC - AM;;8;15/6/2019
4313620002;Municipis;ORIOL CLOS I PEPIOL;Tinent/a d'Alcalde;Medi Ambient-Participació Ciutadana;ERC - AM;;5;15/6/2019
807490004;Municipis;ROBERT MONZONIS GOMEZ;Regidor/a;;JUNTS;;16;15/6/2019
807490004;Municipis;DANIEL PEREZ VILAJOSANA;Regidor/a;;CUP-AMUNT;;10;15/6/2019
807490004;Municipis;JOSEP MARIA HUGUE OLIVA;Tinent/a d'Alcalde;;U.C.-11;;2;15/6/2019
807490004;Municipis;ALBERT FERNÁNDEZ OCAÑA;Regidor/a;;PSC - CP;;13;15/6/2019
807490004;Municipis;NARCÍS PINEDA OLIVA;Tinent/a d'Alcalde;;CECP-ECG;;5;15/6/2019
807490004;Municipis;YOLANDA GARCIA LÓPEZ;Regidor/a;;JUNTS;;17;15/6/2019
807490004;Municipis;RAUL MUDARRA CARMONA;Tinent/a d'Alcalde;;U.C.-11;;3;15/6/2019
807490004;Municipis;MARIA PILAR JUSTE SANZ;Regidor/a;;U.C.-11;;9;15/6/2019
807490004;Municipis;ANA MARÍA TORRALBO PINEDA;Regidor/a;;C,s;;15;15/6/2019
807490004;Municipis;ALEXANDRA CORVILLO CARMONA;Tinent/a d'Alcalde;;U.C.-11;;6;15/6/2019
807490004;Municipis;MANUEL MARTÍNEZ MELLADO;Regidor/a;;C,s;;14;15/6/2019
807490004;Municipis;RENATA BEDÓS STOUT;Regidor/a;;PSC - CP;;11;15/6/2019
807490004;Municipis;ROSA MONTSERRAT FONOLL VENTURA;Alcalde/ssa;;U.C.-11;;1;15/6/2019
807490004;Municipis;TRINIDAD VICENTE BERNAL;Regidor/a;;U.C.-11;;7;15/6/2019
807490004;Municipis;NURIA PLANAS MARTINEZ;Regidor/a;;PSC - CP;;12;15/6/2019
8100940003;Comarques;MARIA CINTA LLAÓ LLAÓ;Vicepresident/a;Territori;ERC-AM;;5;7/11/2019
8100940003;Comarques;ANTONI GILABERT RODRIQUEZ;;;ERC-AM;;9;27/9/2019
819440003;Municipis;FILOMENA CAÑETE CARRILLO (FILO);Alcalde/ssa;Protecció i Promoció Social, RRHH, Prevenció i Salut Laboral;PSC - CP;;1;9/4/2021
8100940003;Comarques;ROGER AVIÑÓ MARTÍ;Vicepresident/a;Gestió ambiental i Sector primari;ERC-AM;;6;7/11/2019
8100940003;Comarques;DOMINGO TOMÀS AUDÍ;;;JXC;;18;7/11/2019
8100940003;Comarques;ELADI GALBE MAURI;;;ERC-AM;;12;26/6/2020
8100940003;Comarques;ROSALIA PEGUEROLES GISBERT;Vicepresident/a;Serveis a les persones;ERC-AM;;7;7/11/2019
8100940003;Comarques;FRANCESC ARASA PASCUAL;;;JXC;;20;7/11/2019
819440003;Municipis;JOSE LUIS MARTÍNEZ CARDOSO;Tinent/a d'Alcalde;Espai Públic, Infraestructura Informàtica Municipal;PSC - CP;;3;15/6/2019
819440003;Municipis;ROSA VILLALONGA ROBLES;Tinent/a d'Alcalde;Igualtat, Participació Ciutadana, OAC, Solidaritat i Dinamització de Gent Gran;PSC - CP;;7;15/6/2019
8100940003;Comarques;LAURA FABRA VERGE;;;ERC-AM;;8;7/11/2019
819440003;Municipis;;;;PSC-PM;;2;15/6/2019
8100940003;Comarques;JOAN ANTONI CABALLÉ PALLARÉS;;;JXC;;17;7/11/2019
8100940003;Comarques;ANDREU CURTO CASTELLS;;;JXC;;16;7/11/2019
8100940003;Comarques;EVA DEL AMO GALARZO;;;JXC;;15;28/2/2020
819440003;Municipis;ANABEL JURADO PÉREZ;Tinent/a d'Alcalde;Infància, Joventut, OMIC, Comerç, Mercat d'Abastaments i Mercat d' Encants;PSC - CP;;6;15/6/2019
8100940003;Comarques;MARIA JESÚS CASALS VILAUBÍ;;;PSC;;23;7/11/2019
8100940003;Comarques;JOSEP FRANCH PELLISÉ;;;JXC;;14;29/5/2020
8100940003;Comarques;SEBASTIÁN FCO. CASTAÑEDA RAMOS;;;C'S;;24;7/11/2019
819440003;Municipis;RUTH SOTO GARCÍA;Tinent/a d'Alcalde;Àrea de Territori i Sostenibilitat i Serveis a les Persones, Habitatge, Urbanisme;PSC - CP;;5;15/6/2019
8100940003;Comarques;SANDRA ZARAGOZA VALLÉS;;;JXC;;13;7/11/2019
8100940003;Comarques;IVAN GARCIA MAIGÍ;Vicepresident/a;Activació econòmica i esports;ERC-AM;;2;7/11/2019
8100940003;Comarques;RAMÓN MARTÍNEZ GALLARDO;;;PSC;;22;24/7/2020
8100940003;Comarques;FRANCESC VALLESPÍ CERVETO;Vicepresident/a;Ensenyament-Joventut-Cultura-Turisme;MT;;3;30/4/2021
8100940003;Comarques;JORDI GASENI BLANCH;Vicepresident/a;Governació i Hisenda;ERC-AM;;4;7/11/2019
819440003;Municipis;JUAN CARLOS RAMOS SÁNCHEZ;Tinent/a d'Alcalde;Ciutadania i Serveis a la Pwerosna, Esports i Cultura;PSC - CP;;4;15/6/2019
8100940003;Comarques;CARLOS SERRA VENTURA;;;JXC;;19;7/11/2019
830540003;Municipis;PENDENT;Regidor/a;;ERC-AM;;13;15/6/2019
8100940003;Comarques;JORDI FORNÉ RIBÉ;;;ERC-AM;;11;7/11/2019
8100940003;Comarques;MERCÈ PEDRET RAMOS;;;PSC;;21;7/11/2019
819440003;Municipis;PEDRO RIVERO HIDALGO;Tinent/a d'Alcalde;Hisenda, Recursos Generals, Seguretat, Ordre Públic i Protecció Civil;PSC - CP;;8;15/6/2019
8100940003;Comarques;JOSEP ANTONI NAVARRO SERRA;;;ERC-AM;;10;7/11/2019
2520940003;Municipis;BALDO FARRÉ SERRAT;Alcalde/ssa;;SOM POBLE;;1;
2520940003;Municipis;ADELAIDA AYTÉS GALLARDET;Regidor/a;;SOM POBLE;;2;
2520940003;Municipis;JOSE MARIA RABASA ANDORRÁ;Regidor/a;;JUNTS;;7;
2520940003;Municipis;MARTÍ HUMET RIBAS;Tinent/a d'Alcalde;;SOM POBLE;;4;
2520940003;Municipis;MARIA MAGDALENA BARBERO MORA (MALENI);Regidor/a;;FM-ERC-AM;;8;
2520940003;Municipis;JORDI GASIA PERNA;Regidor/a;;FM-ERC-AM;;9;
2520940003;Municipis;PERE BASCONES NAVARRO;Regidor/a;;SOM POBLE;;6;
2520940003;Municipis;MARIA INMACULADA GALLARDO BARCELÓ;Tinent/a d'Alcalde;;JUNTS;;3;
2520940003;Municipis;JOSE ANTONIO MANRIQUE MANRIQUE;Regidor/a;;PSC - CP;;11;
2520940003;Municipis;MIQUEL MARIA BRETCHA VIVÓ;Regidor/a;;FM-ERC-AM;;10;
2520940003;Municipis;VANESA FORT GONZÀLEZ;Regidor/a;;SOM POBLE;;5;
4305680001;Municipis;GERARD DELGADO RIUS;Regidor/a;Salut-Benestar-Gent Gran;EpF-AM;;4;21/5/2021
8103790004;Comarques;JOAN PALLÉS SOLÉ;;;ERC-AM;;6;7/11/2019
4302520002;Municipis;ANA VIDIELLA I PIÑOL;Regidor/a;;ERC - AM;;7;14/5/2021
4302520002;Municipis;VIRGÍNIA BORRÀS I VICENTE;Regidor/a;;ERC - AM;;6;15/6/2019
8103790004;Comarques;MARTA FORNELLS VALLESPÍ;Vicepresident/a;;EFG;;4;7/11/2019
4302520002;Municipis;ANTONIO LLÉSERA I MARGALEF;Tinent/a d'Alcalde;Urbanisme-Obres Públiques-Medi Ambient;CP;;3;15/6/2019
8103790004;Comarques;LEANDRE JORDÀ GALANO;;;ERC-AM;;9;7/11/2019
4302520002;Municipis;SÍLVIA FOLQUÉ I BELTRAN;Tinent/a d'Alcalde;Turisme-Promoció Econòmica-Memòria Histórica-atenció a la dona i perspectiva de gènere;CP;;2;15/6/2019
4302520002;Municipis;JORDI BORRÀS I FANECA;Regidor/a;Educació-Esports-Cultura i comunicació;CP;;5;12/3/2021
8103790004;Comarques;RAMON JORNET COLAT;Vicepresident/a;;ERC-AM;;2;7/11/2019
8103790004;Comarques;AIDA CASTRO MARTÍNEZ;;;ERC-AM;;7;7/11/2019
4302520002;Municipis;MERCÈ PEDRET I RAMOS;Alcalde/ssa;Hisenda-Personal-Governació-Salut;CP;;1;15/6/2019
8103790004;Comarques;FRANCESC SABATÉ PUCHOL;;;ERC-AM;;8;7/11/2019
8103790004;Comarques;XAVIER GALCERÀ ADELL;;;CP;;10;7/11/2019
4302520002;Municipis;ELIES ORTEGA I MARGALEF;Regidor/a;Festa-Joventut-Educació-Serveis Socials, Família i ocupació;CP;;4;15/6/2019
8103790004;Comarques;ISIDRO SAMPÉ BUSOM;Vicepresident/a;;FIC;;5;7/11/2019
8103790004;Comarques;FRANCESC ANTONI BRIO LLOP;Vicepresident/a;;CP;;3;7/11/2019
4308840003;Municipis;M. Dolors Rovira Piqué;Regidor/a;;AM -AM;;6;
4308840003;Municipis;Manel Macip Bayo;Regidor/a;;AM -AM;;7;
4308840003;Municipis;Eulàlia Mas Francesch;Regidor/a;;JUNTS;;11;
4308840003;Municipis;Jaume Miquel Valls Solé;Regidor/a;;AM -AM;;5;
4308840003;Municipis;Miquel Navarro Munté;Regidor/a;;JUNTS;;10;
4308840003;Municipis;David Folch Espallargas;Regidor/a;;AM-AM;;9;
4308840003;Municipis;José Luís Matilla Ramírez;Tinent/a d'Alcalde;;AM -AM;;2;
4308840003;Municipis;Montserrat Buqueras Ferré;Tinent/a d'Alcalde;;AM -AM;;3;
4308840003;Municipis;Mercè Clergas Cabré;Regidor/a;;AM.AM;;8;
4308840003;Municipis;M. Carme Blay Boquera;Alcalde/ssa;;AM - AM;;1;
4308840003;Municipis;Antoni Aragonès Navarro;Regidor/a;;AM -AM;;4;
4313620002;Municipis;SILVIA ZARAGOZA VALLDEPÉREZ;Tinent/a d'Alcalde;Mitjans Comunicació-Adm.Digital-Transparència;ERC - AM;;6;30/4/2021
4313620002;Municipis;FRANCINA MOLINA CAÑADA;Regidor/a;;no adscrita;;15;30/4/2021
4309950006;Municipis;MARINA ROJALS DEL ALAMO;Alcalde/ssa;Educació-Governació-Protecció Civil-Urbanisme-Hisenda;JUNTS;;1;15/6/2019
4309950006;Municipis;ORIOL VERNET PARDELL;Regidor/a;Atenció a les persones-Cultura;JUNTS;;3;27/10/2020
811730008;Municipis;MONTSERRAT MAS I MAURI;Regidor/a;;SV - AM;;11;
828830008;Municipis;FERRAN CARBÓ RODRIGUEZ;Regidor/a;;JUNTS;;8;
828830008;Municipis;JORDI TORNÉ SOLÉ;Regidor/a;;JUNTS;;6;
811730008;Municipis;VERÒNICA RUIZ LEIVA;Alcalde/ssa;;CP;;1;
811730008;Municipis;ROSA ÁLVAREZ PUJOL;Regidor/a;;CP;;5;
811730008;Municipis;GLÒRIA TRASERRA ROCA;Regidor/a;;JxCAT JUNTS;;8;
811730008;Municipis;ESTER GARCÍA JIMÉNEZ;Regidor/a;;CP;;4;
828830008;Municipis;LÍDIA DOBLAS QUE;Tinent/a d'Alcalde;;JUNTS;;2;
811730008;Municipis;GEMMA SÁNCHEZ LÓPEZ;Tinent/a d'Alcalde;;CP;;2;
828830008;Municipis;JOAN ANTON NAVARRO PUERTAS;Tinent/a d'Alcalde;;JUNTS;;4;
828830008;Municipis;Mª ESTHER TUTUSAUS PEREZ;Regidor/a;;PSC-CP;;11;
828830008;Municipis;ALBERT PARELLADA GUXENS;Regidor/a;;JUNTS;;9;
811730008;Municipis;RICARD MOREU GUIX;Regidor/a;;CUP-AMUNT;;10;
828830008;Municipis;MANEL ARÉVALO PÉREZ;Regidor/a;;JUNTS;;5;
811730008;Municipis;SERGI VILAMALA BASTARRAS;Regidor/a;;PSC-PC;;6;
828830008;Municipis;LAURA MORATÓ TORRENTS;Tinent/a d'Alcalde;;JUNTS;;3;
828830008;Municipis;SERGI VALLÈS DOMINGO;Alcalde/ssa;;JUNTS;;1;
811730008;Municipis;GIL CODINA ALEJANDRE ;Tinent/a d'Alcalde;;JxCAT JUNTS;;7;
828830008;Municipis;MARTIN ORIVE ROMERO;Regidor/a;;JUNTS;;7;
828830008;Municipis;ADELA CAMPOS CORTÉS;Regidor/a;;ERC-AM;;10;
811730008;Municipis;RAMON PARDO CALABIA;Tinent/a d'Alcalde;;CP;;3;
811730008;Municipis;ANDREU COROMINAS CAPDEVILA;Regidor/a;;JxCAT JUNTS;;9;
4313840003;Municipis;MARÍA ÁNGELES BAYERRI MURIA;Regidor/a;;NO ADSCRITA;;9;25/2/2021
4313840003;Municipis;JOAQUIM MARTÍ LLOMBART;Regidor/a;;NO ADSCRIT;;8;25/2/2021
4309570005;Municipis;ROSA MARIA SANCHEZ PEREZ;Regidor/a;"Ensenyament; Joventut; Igualtat, Protocol; Medi Ambient";A;;7;15/6/2019
4309570005;Municipis;MÒNICA CASAS SALVADÓ;Regidor/a;"Promoció Econòmica; Empresa; Ocupació i Formació; Cultura";JUNTS;;6;15/6/2019
4309570005;Municipis;FRANCISCO GERARDO PALMA JIMÉNEZ;Regidor/a;;Cs;;11;15/6/2019
4309570005;Municipis;TERESA BOLAÑO GUIVERNAU;Regidor/a;;#COMPARTIM-AM;;9;15/6/2019
4309570005;Municipis;PEDRO DOMINGO SEGARRA;Tinent/a d'Alcalde;"Parcs i Jardins; Via pública; Neteja Viària i Recollida Residus; Serveis Interns i RRHH; Agricultura";A;;2;15/6/2019
4309570005;Municipis;RAMON MANYÉ SARDÀ;Regidor/a;;#COMPARTIM-AM;;8;15/6/2019
4309570005;Municipis;JUDIT FERNÁNDEZ LLERENA;Regidor/a;"Esports; Patrimoni; Granja i Francolí";JUNTS;;5;15/6/2019
4309570005;Municipis;ALBERT ROIG ROVIRA;Regidor/a;;#COMPARTIM-AM;;10;15/6/2019
4305160009;Municipis;JUAN CARLOS GIMÉNEZ BLANCO;Regidor/a;;ECPCunit-ECG;;17;
4305160009;Municipis;JOSE PORTILLO ROVIRA;Regidor/a;;Cs;;11;
4305160009;Municipis;MONTSERRAT CÁMARA CASAÑAS;Tinent/a d'Alcalde;;IC;;4;
4305160009;Municipis;MARÍA ESTHER OTERO CASTRO;Regidor/a;;Cs;;10;
4305160009;Municipis;MARÍA CARME MARTÍNEZ I ORTEGA;Regidor/a;;ERC - AM;;13;
4305160009;Municipis;JAVIER LORENZO TORRES;Tinent/a d'Alcalde;;PSC - CP;;3;
4305160009;Municipis;BEATRIZ LUQUE RODRÍGUEZ ¿BEA¿;Regidor/a;;IC;;9;
4305160009;Municipis;JOSE MANUEL CABADA JUEZ;Tinent/a d'Alcalde;;PSC - CP;;5;
4305160009;Municipis;YOLANDA SÁNCHEZ MONTERRUBIO;Regidor/a;;IC;;8;
4305160009;Municipis;DOLORS CARRERAS CASANY;Tinent/a d'Alcalde;;PSC-CP;;2;
4305160009;Municipis;ANGEL GRAU RAMOS;Regidor/a;;Cs;;12;
4305160009;Municipis;CAROLINA BURGOS MARTÍN;Regidor/a;;ECPCunit-ECG;;16;
4305160009;Municipis;JOSÉ GRACIA VERA;Regidor/a;;ERC - AM;;14;
4305160009;Municipis;DAVID MARQUINEZ JUAREZ;Tinent/a d'Alcalde;;PSC - CP;;6;
4305160009;Municipis;MARÍA GLÒRIA SANCHO I ROCA;Regidor/a;;ERC - AM;;15;
4305160009;Municipis;MARÍA INÉS GARCÍA DÍAZ;Regidor/a;;PSC - CP;;7;
4305160009;Municipis;JAUME CASAÑAS CARBALLIDO;Alcalde/ssa;;IC;;1;
802350006;Municipis;EVA MARTINEZ I OLOMBRADA;Regidor/a;Quarta Tinent d'Alcalde, Educació.;ERC-INDEPENDENT;;5;15/6/2019
802350006;Municipis;JOAN VILA MASSAGUÉ;Regidor/a;;AGBIR;;12;15/6/2019
802350006;Municipis;JUDIT CANAL I BONAMUSA;Regidor/a;Tercera Tinent d'Alclade, Cultura i de Riells del Fai.;ERC-INDEPENDENT;;4;15/6/2019
802350006;Municipis;FRANCISCO JAVIER TORRE-MARIN I RODRIGUEZ;Regidor/a;Urbanisme.;ERC-INDEPENDENT;;9;15/6/2019
802350006;Municipis;JOSEP ANTON TRIPIANA I RIVAS;Regidor/a;Segona Tinent d'Alcalde, Suport a l'Habitatge Digne i Joventut.;ERC-INDEPENDENT;;3;15/6/2019
802350006;Municipis;JOSÉ GÓMEZ TORNERO;Regidor/a;;PSC-BIRSÍP-CP;;11;15/6/2019
802350006;Municipis;JOAN JOSEP GALIANO I PERALTA;Alcalde/ssa;Serveis Generals, Governació, Comunicació i Pro., OAC, Esports, Mobilitat i Obres, Serveis i Manten.;ERC-IND-AM;;1;15/6/2019
802350006;Municipis;JUAN MORENO LEÓN;Regidor/a;;PSC-BIRSÍP-CP;;10;15/6/2019
802350006;Municipis;MARIA TERESA ESCOBAR I GOMERA;Regidor/a;Primera Tinent d'Alcalde, Serveis Econòmics, Serveis Socials i Igualtat.;ERC-INDEPENDENT;;2;15/6/2019
802350006;Municipis;MARGARIDA FONTCUBERTA I TURA;Regidor/a;Participació Ciutadana i de Noves Tecnologies, Administració Electrònica i Transparència.;ERC-INDEPENDENT;;8;15/6/2019
802350006;Municipis;ANTONI VERDUGO I PÉREZ;Regidor/a;Promoció Econòmica i  Turisme.;ERC-INDEPENDENT;;6;15/6/2019
802350006;Municipis;FELIX PARDO NOVO;Regidor/a;;Cs;;13;15/6/2019
802350006;Municipis;JESÚS CANO I SÀNCHEZ;Regidor/a;Medi Ambient.;ERC-INDEPENDENT;;7;15/6/2019
8100810007;Comarques;Josep Llonch Rafecas;;;ERC-AM;Almoster;3;
814020002;Municipis;JOSÉ JUAN RODA RUBIO;Tinent/a d'Alcalde;;NeC-ECG;;3;
814020002;Municipis;NEREIDA BERRUEZO VEGA ;Tinent/a d'Alcalde;;CUP-AMUNT;;2;
814020002;Municipis;LLUÍS TARRADELLAS PUIG;Regidor/a;;PSC-CP;;12;
1711560009;Municipis;MARIA TERESA NOLLA GONZÁLEZ;Regidor/a;;ERC - AM;;7;
814020002;Municipis;CONXITA GAMISANS TORRA;Regidor/a;;PSC-CP;;13;
1711560009;Municipis;LLORENS FUENTES CONTRERAS;Regidor/a;;ERC - AM;;3;
814020002;Municipis;JOAN ZAPATA LLUCH;Regidor/a;;JXCAT -JUNTS;;8;
1711560009;Municipis;JOSEP PRUJA QUER;Regidor/a;;ERC - AM;;4;
814020002;Municipis;JAVIER CARRASCO DELGADO;Tinent/a d'Alcalde;;NeC-ECG;;5;
814020002;Municipis;JOSEP DÍAZ LEIVA;Regidor/a;;JXCAT -JUNTS;;10;
814020002;Municipis;ALBA PÉREZ SUBIRANA;Regidor/a;;AraN - AM;;7;
814020002;Municipis;NÚRIA CREUS RODOREDA;Regidor/a;;JXCAT -JUNTS;;9;
814020002;Municipis;LAURA CASTELL I CARRIÓ;Tinent/a d'Alcalde;;AraN - AM;;4;
814020002;Municipis;SÒNIA HERNÁNDEZ RUBIO;Regidor/a;;PSC-CP;;11;
1711560009;Municipis;JOSEP VILA CASAS;Regidor/a;;ERC - AM;;6;
1711560009;Municipis;SONIA COMPANY SALIP;Regidor/a;;ERC - AM;;5;
814020002;Municipis;JOSEP MARIA FELIU SELGA;Alcalde/ssa;;AraN - AM;;1;
2510180001;Municipis;JOSEP MARIA VILALTA JORDÀ;Regidor/a;;IxG -AM;;4;15/6/2019
2510180001;Municipis;MÒNICA DUAIGÜES REIG;Regidor/a;;IxG -AM;;3;15/6/2019
2510180001;Municipis;ELENA LLAURADÓ;Regidor/a;;JXCAT;;2;15/6/2019
2510180001;Municipis;ATZARA BELLATRIX NOGUERA BALDOMÀ;Alcalde/ssa;;A S G;;1;15/6/2019
811890004;Municipis;MIREIA NOY OLIVERAS;Regidor/a;;CUP-AMUNT;;21;
808980001;Municipis;GEMMA BADIA I CEQUIER;Alcalde/ssa;Espai Públic, Seguretat i Convivència, Igualtat i Feminisme;PSC-CP;;1;12/7/2021
806890004;Municipis;OSCAR NICOLAU RUIZ;Regidor/a;;ERC-SUMEN-MES-A;;10;27/1/2020
802290004;Municipis;IVAN SANCHEZ RODRIGUEZ;Alcalde/ssa;Comunicació, Dret a l'Habitatge, Drets Socials Bàsics i Patrimoni;CUP-AMUNT;;1;15/6/2019
4301410007;Municipis;NÚRIA MARCO I SELMA;Tinent/a d'Alcalde;Regidoria de Polítiques Ambientals, Regidoria d¿Educació;EA -ERC -AM;;3;15/6/2019
4301410007;Municipis;AGUSTÍ TIRADO I ANGULO;Tinent/a d'Alcalde;Regidoria de Poble Nou i Nuclis Aïllats;EA -ERC -AM;;4;15/6/2019
4301410007;Municipis;ÀNGELS CALLEJA SANSANO;Regidor/a;;PSC - CP;;16;15/6/2019
4301410007;Municipis;PAU CID I ESPELTA;Tinent/a d'Alcalde;Regidoria de Coneixement i Qualitat;EA -ERC -AM;;7;15/6/2019
8104190004;Comarques;FRANCESC COLOME TENAS;;;JxCAT;Les Franqueses del Valles;2;
4301410007;Municipis;MIQUEL SUBIRATS I GARRIGA;Tinent/a d'Alcalde;Àrea de Serveis al Territori;EA -ERC -AM;;2;15/6/2019
4301410007;Municipis;SUSANNA SANCHO I MAIGÍ;Regidor/a;Regidoria de Serveis Socials i Salut, Regidoria de Comerç i Mercat Municipal;EA -ERC -AM;;10;15/6/2019
8104190004;Comarques;EMILIO CORDERO SORIA;President/a;;PSC-CP;Canovelles;1;30/6/2021
4301410007;Municipis;PEP SIMÓ I PARRA;Tinent/a d'Alcalde;Regidoria d¿Economia Social i Innovació, Regidoria de Turisme i Promoció Exterior;EA -ERC -AM;;8;15/6/2019
4301410007;Municipis;MANEL MASIÀ I ALMUDEVER;Regidor/a;;JxA -JUNTS;;20;15/6/2019
4301410007;Municipis;INÉS TERESA MARTÍ I HERRERO;Regidor/a;Regidoria de Cultura;EA -ERC -AM;;21;15/6/2019
4301410007;Municipis;CRISTINA SALES I ROIG;Regidor/a;Regidoria de Personal;EA -ERC -AM;;12;15/6/2019
4301410007;Municipis;FÉLIX ALIAU ARQUES;Regidor/a;;SOM AMPOSTA;;19;15/6/2019
4301410007;Municipis;NÚRIA PLA I TOLDÀ;Regidor/a;Regidoria d'Atenció Ciutadana, Regidoria de Fires;EA -ERC -AM;;13;15/6/2019
4301410007;Municipis;CARLA BONFILL I CERVERÓ;Tinent/a d'Alcalde;Àrea de Joventut, Àrea de Participació Ciutadana i Transparència, i Àrea de Medi Rural i Espais Verd;EA -ERC -AM;;6;15/6/2019
4301410007;Municipis;ANNA MARIA TOMÀS TALARN;Regidor/a;;PSC - CP;;17;15/6/2019
4301410007;Municipis;MARC FORNÓS I MONLLAU;Tinent/a d'Alcalde;Regidoria Esports;EA -ERC -AM;;5;15/6/2019
4301410007;Municipis;TOMÀS BERTOMEU I BALART;Regidor/a;Regidoria d¿Urbanisme i Activitats, Regidoria d¿Hisenda i Règim Intern;EA -ERC -AM;;11;15/6/2019
4301410007;Municipis;IRIS CASTELL I CID;Regidor/a;Regidoria de Promoció i Turisme Esportiu;EA -ERC -AM;;15;15/6/2019
4301410007;Municipis;GERMAN CISCAR PASTOR;Regidor/a;;SOM AMPOSTA;;18;15/6/2019
808980001;Municipis;PENDENT;;;PSC-CP;;7;15/6/2019
2512070005;Municipis;MARIAMA SALL SALL;Regidor/a;;ERC - AM;;9;
808980001;Municipis;ANDREU PEREZ LORITE;Regidor/a;;ERC-EV-PU-AM;;15;28/1/2020
808980001;Municipis;MARTA JIMÈNEZ I IBORRA;Regidor/a;;ERC-EV-PU-AM;;12;15/6/2019
808980001;Municipis;MIREIA VILLUENDAS HUGUET;Regidor/a;;ERC-EV-PU-AM;;14;28/5/2021
808980001;Municipis;JORDI TORT I REINA;Tinent/a d'Alcalde;Nova Governança, Serveis Generals, Estratègia Econòmica, Treball, Promoció de la Ciutat;PSC-CP;;2;15/6/2019
808980001;Municipis;ESTER ZAMORANO ROMÁN;Tinent/a d'Alcalde;Turisme, Comerç, Cultura, Gent Gran i Envelliment Actiu;PSC-CP;;6;15/6/2019
808980001;Municipis;MIQUEL ROSELLÒ LASHERAS;Regidor/a;;ERC-EV-PU-AM;;13;15/6/2019
808980001;Municipis;GERMÁN BARRENA CASERO;Tinent/a d'Alcalde;Benestar, Acció Social, Ciutat Educadora;PSC-CP;;4;15/6/2019
808980001;Municipis;ROSA MARIA FERNÁNDEZ LABELLA;Tinent/a d'Alcalde;Territori, Medi Ambient, Transició Ecològica;PSC-CP;;3;15/6/2019
808980001;Municipis;ÈRIC PLAZA LÒPEZ;Tinent/a d'Alcalde;Joventut, Mediació, Cooperació, Pau i Solidaritat;PSC-CP;;5;15/6/2019
830150006;Municipis;ROSA MARÍA CAÑISÁ ABANCÓ;Tinent/a d'Alcalde;"Innovació social; òrgans de participació; Compra pública; Formació, Ocupació i patrimoni cultural.";PSC-CP;;9;15/6/2019
830150006;Municipis;GISELA NAVARRO FUSTER;Tinent/a d'Alcalde;Servei d'Acció Comunitària i Igualtat d'Oportunitats. Pla inclusió social i de solitud.;PSC-CP;;3;15/6/2019
830150006;Municipis;FRANCISCO CHACÓN MORAL;Regidor/a;Xarxa d'innovació esportiva.;PSC-CP;;13;15/6/2019
830150006;Municipis;GRACIA SANCHO RUIZ;Regidor/a;Sindicatura de greuges i adjunta en matèria d'innovació social.;PSC-CP;;14;29/4/2021
830150006;Municipis;EMILIA CANO CAMACHO ;Regidor/a;"Salut i consum; Pla de foment de l'esport femení.";PSC-CP;;12;15/6/2019
830150006;Municipis;CARME GIMENO BERNE;Tinent/a d'Alcalde;Comerç, Turisme, Sèniors i Gent Gran;PSC-CP;;8;15/6/2019
830150006;Municipis;ANSELMO SÁNCHEZ RAMÍREZ;Tinent/a d'Alcalde;Seguretat i Convivència. Presidèncoia Districte II.;PSC-CP;;2;15/6/2019
830150006;Municipis;OLGA REYES HARO;Regidor/a;"Joventut; Igualtat de gènere i LGTBI.";PSC-CP;;11;15/6/2019
830150006;Municipis;;;;;;27;
827320002;Municipis;JAUME DOMÈNECH I VIA;Regidor/a;;ERC-AM;;7;
830150006;Municipis;JOSÉ LUIS DE LA ROSA NÚÑEZ;Regidor/a;;Cs;;22;15/6/2019
830150006;Municipis;FERNANDO RAMÓN ESPEJO DELGADO;Regidor/a;;PODEMOS;;26;15/6/2019
827320002;Municipis;RAMON CARBONELL BAQUÉS;Regidor/a;;APS-CUP-AMUNT;;10;
